ID,Time,PLCCellID_CE,PLCCellIDClass_CE,BacirEchk_CE,MESSENDOUTCELLPOS,MESSENDOUTCELLID,PLCTrayID_CE,acirVP12_CE,acirRP12_CE,CellThicknessP12_CE,PLCStartTime_CE,PLCCompleteTme_CE,mOhm
1789550,2026/8/12 15:56,MW2045B23026,A26,NULL,9,                    ,A10715,3.23E+00,8.90E-04,18238,NULL,268,0.00011
1789549,2026/8/12 15:56,MW2045B21036,A22,NULL,5,NULL,A24734,3.24E+00,1.01E-03,18842,NULL,268,0.00046
1789548,2026/8/12 15:56,MW2045B30449,A25,NULL,8,                    ,A10715,3.23E+00,9.60E-04,18315,NULL,268,0.00041
1789547,2026/8/12 15:55,MW2045B30421,A25,NULL,8,NULL,A24734,3.24E+00,8.50E-04,18619,NULL,268,0.0007
1789546,2026/8/12 15:55,MW2045B30452,A25,NULL,8,                    ,A10715,3.24E+00,1.12E-03,18359,NULL,268,0.00098
1789545,2026/8/12 15:55,MW2045B21020,A23,NULL,6,NULL,A24734,3.24E+00,9.70E-04,18825,NULL,268,0.00026
1789544,2026/8/12 15:55,MW2045B23183,A23,NULL,6,                    ,A10715,3.24E+00,1.01E-03,18219,NULL,268,0.00031
1789543,2026/8/12 15:54,MW2045B30424,A25,NULL,8,NULL,A24734,3.24E+00,9.30E-04,18679,NULL,268,0.00059
1789542,2026/8/12 15:54,MW2045B56304,B26,NULL,16,                    ,A13598,3.24E+00,9.70E-04,18107,NULL,268,0.00039
1789541,2026/8/12 15:54,MW2045B35936,A25,NULL,8,                    ,A13598,3.23E+00,8.70E-04,18205,NULL,268,0.00009
1789540,2026/8/12 15:54,MW2045B21044,A22,NULL,5,NULL,A24734,3.24E+00,9.80E-04,18767,NULL,268,0.00075
1789539,2026/8/12 15:54,MW2045B35939,A25,NULL,8,                    ,A13598,3.23E+00,8.90E-04,18272,NULL,268,0.00076
1789538,2026/8/12 15:53,MW2045B30423,A25,NULL,8,NULL,A24734,3.24E+00,8.40E-04,18702,NULL,268,0.00097
1789537,2026/8/12 15:53,MW2045B28954,D23,NULL,29,                    ,A13598,3.24E+00,9.40E-04,18213,NULL,268,0.00076
1789536,2026/8/12 15:53,MW2045B30098,A26,NULL,9,NULL,A24734,3.24E+00,8.40E-04,18615,NULL,268,0.00045
1789535,2026/8/12 15:53,MW2045B35941,A24,NULL,7,                    ,A13598,3.24E+00,1.03E-03,18302,NULL,268,0.00049
1789534,2026/8/12 15:53,MW2045B33603,A24,NULL,7,NULL,A24734,3.23E+00,9.30E-04,18711,NULL,268,0.00031
1789533,2026/8/12 15:52,MW2045B33042,D24,NULL,30,                    ,A13598,3.24E+00,1.04E-03,18083,NULL,268,0.00039
1789532,2026/8/12 15:52,MW2045B33604,A23,NULL,6,NULL,A24734,3.23E+00,1.09E-03,18730,NULL,268,0.00012
1789531,2026/8/12 15:52,MW2045B28994,B22,NULL,12,                    ,A13598,3.24E+00,1.08E-03,18074,NULL,268,0.00053
1789530,2026/8/12 15:52,MW2045B33605,C23,NULL,23,NULL,A11223,3.23E+00,1.02E-03,18627,NULL,268,0.0006
1789529,2026/8/12 15:52,MW2045B33043,B24,NULL,14,                    ,A13598,3.24E+00,1.07E-03,18073,NULL,268,0.00088
1789528,2026/8/12 15:51,MW2045B33606,A24,NULL,7,NULL,A11223,3.23E+00,9.90E-04,18889,NULL,268,0.00024
1789527,2026/8/12 15:51,MW2045B33044,B23,NULL,13,                    ,A13598,3.24E+00,1.10E-03,18129,NULL,268,0.00083
1789526,2026/8/12 15:51,MW2045B26816,D24,NULL,30,NULL,A11223,3.24E+00,9.30E-04,18511,NULL,268,0.00097
1789525,2026/8/12 15:51,MW2045B33045,D24,NULL,30,                    ,A13598,3.24E+00,1.05E-03,17948,NULL,268,0.0007
1789524,2026/8/12 15:50,MW2045B33046,B24,NULL,14,                    ,A13598,3.24E+00,1.08E-03,18048,NULL,268,0.00061
1789523,2026/8/12 15:50,MW2045B33607,O,NULL,1,NULL,A11223,0.00E+00,0.00E+00,18662,NULL,268,0.0001
1789522,2026/8/12 15:50,MW2044B23293,A27,NULL,10,                    ,A13598,3.24E+00,8.90E-04,18146,NULL,268,0.00039
1789521,2026/8/12 15:50,MW2045B33204,A24,NULL,7,                    ,A22794,3.24E+00,1.02E-03,18451,NULL,268,0.00022
1789520,2026/8/12 15:49,MW2045B33453,C25,NULL,25,                    ,A22794,3.24E+00,1.06E-03,18177,NULL,268,0.00007
1789519,2026/8/12 15:49,MW2045B31357,B26,NULL,16,                    ,A22794,3.23E+00,9.20E-04,18269,NULL,268,0.00037
1789518,2026/8/12 15:48,MW2045B31358,C26,NULL,26,                    ,A22794,3.22E+00,9.00E-04,18148,NULL,268,0.00003
1789517,2026/8/12 15:48,MW2045B33456,A25,NULL,8,                    ,A22794,3.23E+00,1.01E-03,18223,NULL,268,0.00014
1789516,2026/8/12 15:48,MW2045B33053,D24,NULL,30,                    ,A22794,3.24E+00,1.08E-03,18079,NULL,268,0.00026
1789515,2026/8/12 15:47,MW2045B31271,B26,NULL,16,                    ,A22794,3.23E+00,8.90E-04,18439,NULL,268,0.00046
1789514,2026/8/12 15:47,MW2045B33052,B23,NULL,13,                    ,A22794,3.24E+00,1.14E-03,18362,NULL,268,0.00046
1789513,2026/8/12 15:46,MW2045B33051,D24,NULL,30,                    ,A22794,3.24E+00,1.04E-03,18015,NULL,268,0.00097
1789512,2026/8/12 15:46,MW2045B33050,D24,NULL,30,                    ,A22794,3.24E+00,1.09E-03,17840,NULL,268,0.00013
1789511,2026/8/12 15:46,MW2045B26907,B26,NULL,16,                    ,A22794,3.23E+00,9.20E-04,18285,NULL,268,0.00086
1789510,2026/8/12 15:45,MW2045B33049,B25,NULL,15,                    ,A22794,3.24E+00,1.10E-03,18024,NULL,268,0.00081
1789509,2026/8/12 15:45,MW2045B33608,A24,NULL,7,NULL,A11223,3.23E+00,9.60E-04,18591,NULL,268,0.00094
1789508,2026/8/12 15:45,MW2045B22749,B24,NULL,14,                    ,A12750,3.24E+00,1.06E-03,18321,NULL,268,0.00034
1789507,2026/8/12 15:45,MW2045B30140,D23,NULL,29,NULL,A11223,3.24E+00,1.04E-03,18453,NULL,268,0.00052
1789506,2026/8/12 15:44,MW2045B33142,A25,NULL,8,                    ,A12750,3.23E+00,1.10E-03,18223,NULL,268,0.00025
1789505,2026/8/12 15:44,MW2045B30137,B23,NULL,13,NULL,A11223,3.24E+00,1.07E-03,18376,NULL,268,0.00045
1789504,2026/8/12 15:44,MW2045B33140,A24,NULL,7,                    ,A12750,3.24E+00,1.05E-03,18365,NULL,268,0.00091
1789503,2026/8/12 15:44,MW2045B35965,A25,NULL,8,NULL,A11223,3.23E+00,8.30E-04,18638,NULL,268,0.00062
1789502,2026/8/12 15:43,MW2045B33616,A24,NULL,7,                    ,A12750,3.23E+00,1.02E-03,18263,NULL,268,0.00068
1789501,2026/8/12 15:43,MW2045B30138,D24,NULL,30,NULL,A11223,3.24E+00,9.50E-04,18457,NULL,268,0.00025
1789500,2026/8/12 15:43,MW2045B30597,B23,NULL,13,                    ,A12750,3.24E+00,9.60E-04,18053,NULL,268,0.00067
1789499,2026/8/12 15:43,MW2045B35966,ANZ,NULL,18,NULL,A11223,3.23E+00,7.90E-04,18732,NULL,268,0.00042
1789498,2026/8/12 15:43,MW2045B26938,A26,NULL,9,                    ,A12750,3.23E+00,8.60E-04,18028,NULL,268,0.00059
1789497,2026/8/12 15:42,MW2045B33615,A24,NULL,7,NULL,A11223,3.23E+00,9.70E-04,18689,NULL,268,0.00063
1789496,2026/8/12 15:42,MW2045B29131,C21,NULL,21,                    ,A12750,3.24E+00,1.00E-03,18047,NULL,268,0.00002
1789495,2026/8/12 15:42,MW2045B33167,A25,NULL,8,NULL,A11223,3.24E+00,9.60E-04,18692,NULL,268,0.00092
1789494,2026/8/12 15:42,MW2045B33478,A25,NULL,8,                    ,A12750,3.23E+00,1.03E-03,18249,NULL,268,0.00024
1789493,2026/8/12 15:41,MW2045B33141,A25,NULL,8,NULL,A14766,3.24E+00,9.80E-04,18660,NULL,268,0.00055
1789492,2026/8/12 15:41,MW2045B33481,A25,NULL,8,                    ,A12750,3.23E+00,1.13E-03,18458,NULL,268,0.00079
1789491,2026/8/12 15:41,MW2045B33252,A26,NULL,9,NULL,A14766,3.23E+00,9.10E-04,18769,NULL,268,0.00088
1789490,2026/8/12 15:41,MW2045B33461,A25,NULL,8,                    ,A12750,3.24E+00,1.04E-03,18161,NULL,268,0.00002
1789489,2026/8/12 15:41,MW2045B33228,A25,NULL,8,                    ,A12750,3.24E+00,1.09E-03,18316,NULL,268,0.00008
1789488,2026/8/12 15:41,MW2045B33251,A26,NULL,9,NULL,A14766,3.24E+00,1.03E-03,18786,NULL,268,0.0008
1789487,2026/8/12 15:40,MW2045B33229,A24,NULL,7,                    ,A12750,3.24E+00,9.30E-04,18174,NULL,268,0.0008
1789486,2026/8/12 15:40,MW2045B33144,A25,NULL,8,NULL,A14766,3.24E+00,1.03E-03,18723,NULL,268,0.00023
1789485,2026/8/12 15:40,MW2045B42505,A25,NULL,8,                    ,A01724,3.24E+00,1.15E-03,18274,NULL,268,0.00045
1789484,2026/8/12 15:40,MW2045B33168,A25,NULL,8,NULL,A14766,3.23E+00,9.70E-04,18731,NULL,268,0.00052
1789483,2026/8/12 15:39,MW2045B33059,D23,NULL,29,                    ,A01724,3.24E+00,1.10E-03,18123,NULL,268,0.00099
1789482,2026/8/12 15:39,MW2045B19660,B25,NULL,15,NULL,A14766,3.23E+00,9.20E-04,18670,NULL,268,0.00089
1789481,2026/8/12 15:39,MW2045B42349,A23,NULL,6,                    ,A01724,3.24E+00,8.80E-04,18280,NULL,268,0.00043
1789480,2026/8/12 15:39,MW2045B20616,ANZ,NULL,18,NULL,A14766,3.23E+00,7.50E-04,18826,NULL,268,0.00005
1789479,2026/8/12 15:39,MW2045B42351,A25,NULL,8,                    ,A01724,3.24E+00,1.11E-03,18187,NULL,268,0.00066
1789478,2026/8/12 15:38,MW2045B10507,ANZ,NULL,18,NULL,A14766,3.24E+00,7.60E-04,18613,NULL,268,0.00015
1789477,2026/8/12 15:38,MW2045B42504,A24,NULL,7,                    ,A01724,3.24E+00,1.14E-03,18184,NULL,268,0.00066
1789476,2026/8/12 15:38,MW2045B29862,A25,NULL,8,NULL,A14766,3.24E+00,8.20E-04,18689,NULL,268,0.00023
1789475,2026/8/12 15:38,MW2045B42352,A26,NULL,9,                    ,A01724,3.24E+00,1.11E-03,18253,NULL,268,0.0003
1789474,2026/8/12 15:37,MW2045B27331,A25,NULL,8,NULL,A14766,3.23E+00,9.30E-04,18720,NULL,268,0.00027
1789473,2026/8/12 15:37,MW2045B42500,A24,NULL,7,                    ,A01724,3.24E+00,1.18E-03,18292,NULL,268,0.0003
1789472,2026/8/12 15:37,MW2045B27324,A24,NULL,7,NULL,A14766,3.23E+00,9.80E-04,18822,NULL,268,0.00093
1789471,2026/8/12 15:37,MW2045B56206,A26,NULL,9,                    ,A01724,3.24E+00,9.20E-04,18272,NULL,268,0.00084
1789470,2026/8/12 15:37,MW2045B27325,A25,NULL,8,NULL,A14766,3.24E+00,9.80E-04,18721,NULL,268,0.00046
1789469,2026/8/12 15:37,MW2045B56207,A26,NULL,9,                    ,A01724,3.24E+00,9.20E-04,18327,NULL,268,0.00035
1789468,2026/8/12 15:36,MW2045B42381,A21,NULL,4,                    ,A01724,3.24E+00,1.03E-03,18324,NULL,268,0.00077
1789467,2026/8/12 15:36,MW2045B33620,A25,NULL,8,NULL,A15512,3.23E+00,9.10E-04,18670,NULL,268,0.00029
1789466,2026/8/12 15:36,MW2045B56303,A27,NULL,10,                    ,A01724,3.23E+00,9.80E-04,18342,NULL,268,0.00077
1789465,2026/8/12 15:36,MW2045B27322,A24,NULL,7,NULL,A15512,3.24E+00,9.70E-04,18747,NULL,268,0.00089
1789464,2026/8/12 15:35,MW2045B56298,A25,NULL,8,                    ,A01724,3.24E+00,9.50E-04,18191,NULL,268,0.00079
1789463,2026/8/12 15:35,MW2045B33619,A24,NULL,7,NULL,A15512,3.23E+00,9.70E-04,18770,NULL,268,0.00074
1789462,2026/8/12 15:35,MW2045B35957,C24,NULL,24,                    ,A06296,3.23E+00,9.50E-04,18287,NULL,268,0.00014
1789461,2026/8/12 15:35,MW2045B33618,A24,NULL,7,NULL,A15512,3.24E+00,1.00E-03,18776,NULL,268,0.00095
1789460,2026/8/12 15:35,MW2045B33599,A26,NULL,9,                    ,A06296,3.23E+00,9.70E-04,18382,NULL,268,0.00015
1789459,2026/8/12 15:34,MW2045B33617,A24,NULL,7,NULL,A15512,3.23E+00,9.90E-04,18792,NULL,268,0.00024
1789458,2026/8/12 15:34,MW2045B33598,A25,NULL,8,                    ,A06296,3.24E+00,1.07E-03,18236,NULL,268,0.00096
1789457,2026/8/12 15:34,MW2045B35724,A25,NULL,8,NULL,A15512,3.24E+00,8.70E-04,18649,NULL,268,0.00062
1789456,2026/8/12 15:34,MW2045B20532,C21,NULL,21,                    ,A06296,3.23E+00,1.30E-03,18245,NULL,268,0.00021
1789455,2026/8/12 15:33,MW2045B22212,A26,NULL,9,NULL,A15512,3.24E+00,8.50E-04,18730,NULL,268,0.00015
1789454,2026/8/12 15:33,MW2045B33596,A24,NULL,7,                    ,A06296,3.24E+00,1.18E-03,18219,NULL,268,0.00092
1789453,2026/8/12 15:33,MW2045B28686,A22,NULL,5,NULL,A15512,3.24E+00,8.40E-04,18720,NULL,268,0.0007
1789452,2026/8/12 15:33,MW2045B35947,C24,NULL,24,                    ,A06296,3.23E+00,9.40E-04,18294,NULL,268,0.00087
1789451,2026/8/12 15:32,MW2045B35564,ANZ,NULL,18,NULL,A15512,3.23E+00,7.60E-04,18728,NULL,268,0.00031
1789450,2026/8/12 15:32,MW2045B35948,C24,NULL,24,                    ,A06296,3.23E+00,8.90E-04,18319,NULL,268,0.00001
1789449,2026/8/12 15:32,MW2045B35394,A24,NULL,7,NULL,A15512,3.23E+00,9.90E-04,18731,NULL,268,0.00015
1789448,2026/8/12 15:32,MW2045B35949,C25,NULL,25,                    ,A06296,3.23E+00,9.20E-04,18326,NULL,268,0.00015
1789447,2026/8/12 15:32,MW2045B35560,A26,NULL,9,NULL,A15512,3.23E+00,8.90E-04,18769,NULL,268,0.0003
1789446,2026/8/12 15:32,MW2045B36017,C25,NULL,25,                    ,A06296,3.23E+00,9.00E-04,18373,NULL,268,0.00092
1789445,2026/8/12 15:31,MW2045B36016,C25,NULL,25,                    ,A06296,3.23E+00,8.90E-04,18280,NULL,268,0.0006
1789444,2026/8/12 15:31,MW2045B20524,C21,NULL,21,NULL,A15512,3.23E+00,1.17E-03,18712,NULL,268,0.00041
1789443,2026/8/12 15:31,MW2045B33493,C25,NULL,25,                    ,A06296,3.23E+00,1.03E-03,18340,NULL,268,0.00027
1789442,2026/8/12 15:31,MW2045B33482,C25,NULL,25,NULL,A07475,3.24E+00,9.80E-04,18729,NULL,268,0.00044
1789441,2026/8/12 15:30,MW2045B33494,C26,NULL,26,                    ,A06296,3.23E+00,9.90E-04,18248,NULL,268,0.00025
1789440,2026/8/12 15:30,MW2045B33203,A25,NULL,8,NULL,A07475,3.23E+00,9.20E-04,18736,NULL,268,0.00053
1789439,2026/8/12 15:30,MW2045B31229,D25,NULL,31,                    ,A14048,3.23E+00,8.40E-04,18164,NULL,268,0.00005
1789438,2026/8/12 15:30,MW2045B33483,A24,NULL,7,NULL,A07475,3.24E+00,1.03E-03,18705,NULL,268,0.00024
1789437,2026/8/12 15:30,MW2045B31230,B25,NULL,15,                    ,A14048,3.24E+00,9.10E-04,18186,NULL,268,0.00045
1789436,2026/8/12 15:29,MW2045B33201,ANZ,NULL,18,NULL,A07475,3.24E+00,7.80E-04,18715,NULL,268,0.00041
1789435,2026/8/12 15:29,MW2045B31231,B25,NULL,15,                    ,A14048,3.23E+00,8.70E-04,18164,NULL,268,0.00012
1789434,2026/8/12 15:29,MW2045B33200,ANZ,NULL,18,NULL,A07475,3.24E+00,7.70E-04,18679,NULL,268,0.00081
1789433,2026/8/12 15:29,MW2045B28957,D24,NULL,30,                    ,A14048,3.24E+00,9.50E-04,18184,NULL,268,0.00016
1789432,2026/8/12 15:28,MW2045B33071,D23,NULL,29,NULL,A07475,3.24E+00,1.00E-03,18456,NULL,268,0.00042
1789431,2026/8/12 15:28,MW2045B33041,A24,NULL,7,                    ,A14048,3.23E+00,1.03E-03,18342,NULL,268,0.00099
1789430,2026/8/12 15:28,MW2045B33199,A24,NULL,7,NULL,A07475,3.24E+00,9.20E-04,18797,NULL,268,0.00095
1789429,2026/8/12 15:28,MW2045B42502,A24,NULL,7,                    ,A14048,3.24E+00,1.21E-03,18389,NULL,268,0.00049
1789428,2026/8/12 15:28,MW2045B24453,A23,NULL,6,NULL,A07475,3.24E+00,9.20E-04,18400,NULL,268,0.00065
1789427,2026/8/12 15:27,MW2045B33040,B24,NULL,14,                    ,A14048,3.24E+00,1.08E-03,18056,NULL,268,0.00079
1789426,2026/8/12 15:27,MW2045B33198,C24,NULL,24,NULL,A07475,3.24E+00,9.70E-04,18741,NULL,268,0.00071
1789425,2026/8/12 15:27,MW2045B42503,A25,NULL,8,                    ,A14048,3.24E+00,1.20E-03,18305,NULL,268,0.00084
1789424,2026/8/12 15:27,MW2045B24452,A23,NULL,6,NULL,A07475,3.24E+00,9.10E-04,18354,NULL,268,0.00039
1789423,2026/8/12 15:27,MW2045B33039,D24,NULL,30,                    ,A14048,3.24E+00,1.06E-03,18018,NULL,268,0.00052
1789422,2026/8/12 15:26,MW2045B33038,B24,NULL,14,                    ,A14048,3.24E+00,1.07E-03,18090,NULL,268,0.00006
1789421,2026/8/12 15:26,MW2045B30599,A23,NULL,6,NULL,A07475,3.23E+00,8.50E-04,18413,NULL,268,0.00035
1789420,2026/8/12 15:26,MW2045B33069,B24,NULL,14,                    ,A14048,3.24E+00,1.09E-03,18266,NULL,268,0.00069
1789419,2026/8/12 15:26,MW2045B35008,A25,NULL,8,NULL,A07475,3.23E+00,8.30E-04,18698,NULL,268,0.00044
1789418,2026/8/12 15:25,MW2045B33068,D23,NULL,29,                    ,NULL,3.24E+00,1.08E-03,18184,NULL,268,0.00098
1789417,2026/8/12 15:25,MW2045B34993,ANZ,NULL,18,NULL,A11801,3.23E+00,7.80E-04,18710,NULL,268,0.00086
1789416,2026/8/12 15:24,MW2045B24449,A23,NULL,6,NULL,A11801,3.24E+00,8.70E-04,18440,NULL,268,0.00049
1789415,2026/8/12 15:24,MW2045B24446,A23,NULL,6,NULL,A11801,3.24E+00,8.80E-04,18442,NULL,268,0.00053
1789414,2026/8/12 15:23,MW2045B33957,A24,NULL,7,NULL,A11801,3.24E+00,9.30E-04,18623,NULL,268,0.00099
1789413,2026/8/12 15:23,MW2045B33954,A22,NULL,5,NULL,A11801,3.23E+00,1.14E-03,18586,NULL,268,0.00062
1789412,2026/8/12 15:22,MW2045B33081,A25,NULL,8,NULL,A11801,3.24E+00,9.60E-04,18565,NULL,268,0.00038
1789411,2026/8/12 15:22,MW2045B33078,A25,NULL,8,NULL,A11801,3.24E+00,9.70E-04,18549,NULL,268,0.00044
1789410,2026/8/12 15:21,MW2045B33079,A25,NULL,8,NULL,A11801,3.24E+00,1.01E-03,18557,NULL,268,0.00027
1789409,2026/8/12 15:21,MW2045B33076,A25,NULL,8,NULL,A11801,3.23E+00,1.01E-03,18516,NULL,268,0.00063
1789408,2026/8/12 15:20,MW2041B17220,ANZ,NULL,18,NULL,A11801,3.23E+00,7.30E-04,18632,NULL,268,0.0001
1789407,2026/8/12 15:20,MW2045B32765,B23,NULL,13,NULL,A11801,3.24E+00,9.40E-04,18701,NULL,268,0.00065
1789406,2026/8/12 15:20,MW2045B32766,A22,NULL,5,NULL,A11801,3.24E+00,1.00E-03,18628,NULL,268,0.0004
1789405,2026/8/12 15:19,MW2045B35943,A25,NULL,8,                    ,A22596,3.23E+00,9.00E-04,18135,NULL,268,0.00058
1789404,2026/8/12 15:19,MW2045B35942,ANZ,NULL,18,NULL,A00826,3.23E+00,7.90E-04,18795,NULL,268,0.00091
1789403,2026/8/12 15:19,MW2045B34032,A24,NULL,7,NULL,A00826,3.24E+00,1.01E-03,18658,NULL,268,0.00094
1789402,2026/8/12 15:19,MW2045B56302,B25,NULL,15,                    ,A22596,3.24E+00,9.30E-04,18265,NULL,268,0.0009
1789401,2026/8/12 15:18,MW2045B56301,B26,NULL,16,                    ,A22596,3.24E+00,9.80E-04,18393,NULL,268,0.00094
1789400,2026/8/12 15:18,MW2045B31391,ANZ,NULL,18,NULL,A00826,3.24E+00,7.80E-04,18590,NULL,268,0.0005
1789399,2026/8/12 15:18,MW2045B34023,C24,NULL,24,                    ,A22596,3.23E+00,1.14E-03,18252,NULL,268,0.00026
1789398,2026/8/12 15:18,MW2045B34056,A25,NULL,8,NULL,A00826,3.23E+00,1.01E-03,18590,NULL,268,0.00059
1789397,2026/8/12 15:18,MW2045B56704,B24,NULL,14,                    ,A22596,3.24E+00,8.90E-04,18302,NULL,268,0.00068
1789396,2026/8/12 15:17,MW2045B34053,A24,NULL,7,NULL,A00826,3.23E+00,1.09E-03,18760,NULL,268,0.00008
1789395,2026/8/12 15:17,MW2040B03632,A23,NULL,6,                    ,A22596,3.23E+00,1.26E-03,18418,NULL,268,0.00061
1789394,2026/8/12 15:17,MW2045B28990,ANZ,NULL,18,NULL,A00826,3.23E+00,7.40E-04,18700,NULL,268,0.00085
1789393,2026/8/12 15:17,MW2045B33006,B24,NULL,14,                    ,A22596,3.24E+00,9.70E-04,18188,NULL,268,0.00005
1789392,2026/8/12 15:16,MW2045B34051,A25,NULL,8,NULL,A00826,3.24E+00,1.03E-03,18615,NULL,268,0.0009
1789391,2026/8/12 15:16,MW2045B33007,B25,NULL,15,                    ,A22596,3.24E+00,1.04E-03,18353,NULL,268,0.00052
1789390,2026/8/12 15:16,MW2045B34052,C25,NULL,25,NULL,A00826,3.23E+00,9.20E-04,18845,NULL,268,0.00061
1789389,2026/8/12 15:16,MW2045B34027,A25,NULL,8,                    ,A22596,3.24E+00,1.14E-03,18218,NULL,268,0.0008
1789388,2026/8/12 15:15,MW2045B36003,A24,NULL,7,NULL,A00826,3.24E+00,8.10E-04,18782,NULL,268,0.00032
1789387,2026/8/12 15:15,MW2045B34029,A25,NULL,8,                    ,A22596,3.23E+00,1.02E-03,18324,NULL,268,0.00029
1789386,2026/8/12 15:15,MW2045B31183,B25,NULL,15,                    ,A22596,3.23E+00,8.80E-04,18259,NULL,268,0.00022
1789385,2026/8/12 15:15,MW2045B29472,B25,NULL,15,NULL,A00826,3.24E+00,8.30E-04,18558,NULL,268,0.00061
1789384,2026/8/12 15:15,MW2045B31182,D25,NULL,31,                    ,A22596,3.24E+00,8.20E-04,18299,NULL,268,0.00095
1789383,2026/8/12 15:15,MW2045B33590,ANZ,NULL,18,NULL,A00826,3.23E+00,7.40E-04,18705,NULL,268,0.00025
1789382,2026/8/12 15:14,MW2045B33074,A25,NULL,8,                    ,A01946,3.23E+00,9.70E-04,18300,NULL,268,0.00071
1789381,2026/8/12 15:14,MW2045B06877,ANZ,NULL,18,NULL,A00826,3.24E+00,7.40E-04,18632,NULL,268,0.00043
1789380,2026/8/12 15:14,MW2045B30845,B25,NULL,15,                    ,A01946,3.24E+00,9.00E-04,18219,NULL,268,0.00028
1789379,2026/8/12 15:14,MW2045B31017,B24,NULL,14,NULL,A04888,3.24E+00,8.60E-04,18714,NULL,268,0.00049
1789378,2026/8/12 15:13,MW2045B33075,A24,NULL,7,                    ,A01946,3.24E+00,1.13E-03,18130,NULL,268,0.00005
1789377,2026/8/12 15:13,MW2045B33077,A25,NULL,8,NULL,A04888,3.24E+00,9.70E-04,18468,NULL,268,0.0002
1789376,2026/8/12 15:13,MW2045B06924,A27,NULL,10,                    ,A01946,3.23E+00,8.20E-04,18042,NULL,268,0.00022
1789375,2026/8/12 15:12,MW2045B31220,ANZ,NULL,18,NULL,A04888,3.23E+00,7.20E-04,18616,NULL,268,0.0003
1789374,2026/8/12 15:12,MW2045B29715,A21,NULL,4,                    ,A01946,3.24E+00,1.14E-03,18191,NULL,268,0.0009
1789373,2026/8/12 15:11,MW2045B31218,ANZ,NULL,18,NULL,A04888,3.24E+00,7.60E-04,18798,NULL,268,0.00081
1789372,2026/8/12 15:11,MW2045B29864,B26,NULL,16,                    ,A01946,3.23E+00,9.10E-04,18332,NULL,268,0.00011
1789371,2026/8/12 15:11,MW2045B31215,ANZ,NULL,18,NULL,A04888,3.24E+00,7.30E-04,18397,NULL,268,0.00031
1789370,2026/8/12 15:11,MW2045B29863,B21,NULL,11,                    ,A01946,3.24E+00,1.19E-03,18275,NULL,268,0.00086
1789369,2026/8/12 15:11,MW2045B31214,ANZ,NULL,18,NULL,A04888,3.24E+00,7.60E-04,18737,NULL,268,0.00046
1789368,2026/8/12 15:11,MW2045B29866,A21,NULL,4,                    ,A01946,3.24E+00,1.24E-03,18267,NULL,268,0.00029
1789367,2026/8/12 15:10,MW2045B31213,ANZ,NULL,18,NULL,A04888,3.24E+00,7.70E-04,18736,NULL,268,0.00062
1789366,2026/8/12 15:10,MW2045B29865,B26,NULL,16,                    ,A01946,3.24E+00,9.50E-04,18231,NULL,268,0.00089
1789365,2026/8/12 15:10,MW2045B31211,ANZ,NULL,18,NULL,A04888,3.23E+00,7.30E-04,18649,NULL,268,0.00019
1789364,2026/8/12 15:08,MW2045B26885,CHH,NULL,20,                    ,A01946,3.23E+00,8.50E-04,18235,NULL,268,0.00095
1789363,2026/8/12 15:08,MW2045B19793,ANZ,NULL,18,NULL,A04888,3.23E+00,7.60E-04,18753,NULL,268,0.00067
1789362,2026/8/12 15:08,MW2045B26886,A26,NULL,9,                    ,A01946,3.23E+00,8.40E-04,18115,NULL,268,0.00012
1789361,2026/8/12 15:08,MW2045B28944,D23,NULL,29,NULL,A04888,3.24E+00,8.50E-04,18544,NULL,268,0.00059
1789360,2026/8/12 15:08,MW2045B31850,C26,NULL,26,                    ,A01946,3.23E+00,8.50E-04,18250,NULL,268,0.00021
1789359,2026/8/12 15:07,MW2045B30859,A25,NULL,8,NULL,A04888,3.24E+00,8.70E-04,18728,NULL,268,0.00089
1789358,2026/8/12 15:07,MW2045B35398,A24,NULL,7,                    ,A20375,3.24E+00,1.11E-03,18134,NULL,268,0.00055
1789357,2026/8/12 15:07,MW2045B30890,C25,NULL,25,NULL,A04888,3.23E+00,8.80E-04,18827,NULL,268,0.00057
1789356,2026/8/12 15:07,MW2045B30858,A25,NULL,8,                    ,A20375,3.24E+00,1.12E-03,18221,NULL,268,0.0005
1789355,2026/8/12 15:06,MW2044B11493,A26,NULL,9,NULL,A20595,3.24E+00,9.70E-04,18569,NULL,268,0.00084
1789354,2026/8/12 15:06,MW2045B22216,A26,NULL,9,                    ,A20375,3.23E+00,9.20E-04,18256,NULL,268,0.00082
1789353,2026/8/12 15:06,MW2044B11322,A25,NULL,8,NULL,A20595,3.24E+00,1.06E-03,18340,NULL,268,0.00079
1789352,2026/8/12 15:06,MW2045B22215,A26,NULL,9,                    ,A20375,3.23E+00,9.50E-04,18323,NULL,268,0.00005
1789351,2026/8/12 15:05,MW2044B11321,C26,NULL,26,NULL,A20595,3.24E+00,9.30E-04,18528,NULL,268,0.00087
1789350,2026/8/12 15:05,MW2045B30856,A25,NULL,8,                    ,A20375,3.24E+00,1.10E-03,18201,NULL,268,0.00098
1789349,2026/8/12 15:05,MW2045B24115,A23,NULL,6,                    ,A20375,3.24E+00,1.12E-03,18248,NULL,268,0.00055
1789348,2026/8/12 15:05,MW2045B43791,B25,NULL,15,NULL,A20595,3.24E+00,1.01E-03,18858,NULL,268,0.00028
